Brand,Car Name,Body Type,Seats,Fuel Type,Price_Lakh,Mileage_kmpl,Power_BHP,Safety_Stars,Rating_is,Price_Bucket,image_url
Volvo,Volvo XC60,SUV,5.0,Hybrid,69.9,12.0,250.0,5.0,4.9,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Volvo_XC60_%28SPA%29_FL_1X7A6406.jpg/960px-Volvo_XC60_%28SPA%29_FL_1X7A6406.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Volvo,Volvo EX40,SUV,5.0,Petrol,56.1,14.759558823529412,478.33651368239606,5.0,4.8,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Volvo_XC40_Recharge_Facelift_IMG_8127.jpg/960px-Volvo_XC40_Recharge_Facelift_IMG_8127.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Volvo,Volvo XC90,SUV,7.0,Hybrid,101.0,12.0,247.0,5.0,4.3,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/2025_Volvo_XC90_II_DSC_7420.jpg/960px-2025_Volvo_XC90_II_DSC_7420.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Volvo,Volvo EC40,SUV,5.0,Electric,56.1,15.70165456048878,408.0,5.0,4.7,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Volvo_EC40_interior_view.jpg/960px-Volvo_EC40_interior_view.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Porsche,Porsche 911,Coupe,4.0,Petrol,274.5,9.0,510.5,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/2013_Porsche_911_Carrera_4S_%28991%29_%289626546987%29.jpg/960px-2013_Porsche_911_Carrera_4S_%28991%29_%289626546987%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Porsche,Porsche Cayenne,SUV,5.0,Petrol,142.0,24.5,442.5,5.0,4.6,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Porsche_Cayenne_Coup%C3%A9_GTS_1X7A7224.jpg/960px-Porsche_Cayenne_Coup%C3%A9_GTS_1X7A7224.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Porsche,Porsche Macan,SUV,5.0,Petrol,96.05,10.5,337.5,5.0,4.7,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Porsche_Macan_4_IMG_2153.jpg/960px-Porsche_Macan_4_IMG_2153.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Porsche,Porsche Panamera,Sedan,4.0,Petrol,168.0,14.556333333333331,137.0,5.0,4.9,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Porsche_972_Turbo_E-Hybrid_IMG_0445.jpg/960px-Porsche_972_Turbo_E-Hybrid_IMG_0445.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Porsche,Porsche Taycan,Sedan,5.0,Electric,167.0,15.70165456048878,478.33651368239606,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Porsche_Taycan_Sport_Turismo_GTS_1X7A0416.jpg/960px-Porsche_Taycan_Sport_Turismo_GTS_1X7A0416.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Porsche,Porsche Cayenne Coupe,SUV,5.0,Petrol,149.0,24.5,483.0,5.0,4.5,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Porsche_Cayenne_Coup%C3%A9_GTS_1X7A7224.jpg/960px-Porsche_Cayenne_Coup%C3%A9_GTS_1X7A7224.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Porsche,Porsche Macan Electric,SUV,5.0,Electric,122.0,15.70165456048878,478.33651368239606,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Porsche_Macan_%28XAB%29_IMG_2425.jpg/960px-Porsche_Macan_%28XAB%29_IMG_2425.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lexus,Lexus ES,Sedan,5.0,Hybrid,64.0,22.0,195.5,5.0,4.6,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/2022_Lexus_ES_350_%28GSZ10%29_1X7A5794.jpg/960px-2022_Lexus_ES_350_%28GSZ10%29_1X7A5794.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lexus,Lexus LX,SUV,5.0,Diesel,282.0,6.0,304.0,5.0,4.9,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Lexus_LX_570_%28URJ201W%29_IMG_4913.jpg/960px-Lexus_LX_570_%28URJ201W%29_IMG_4913.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lexus,Lexus NX,SUV,5.0,Hybrid,67.35,17.0,188.0,5.0,4.4,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Lexus_LF-NX_IAA_2013.jpg/960px-Lexus_LF-NX_IAA_2013.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lexus,Lexus LM,MPV,4.0,Petrol,225.0,17.0,478.33651368239606,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Lexus_LM_350h_%28AAWH10%29_IMG_0031.jpg/960px-Lexus_LM_350h_%28AAWH10%29_IMG_0031.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lexus,Lexus RX,SUV,5.0,Hybrid,95.8,25.048,229.0,5.0,4.7,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Lexus_RX_450h%2B_%28AALH16%29_1X7A1930.jpg/960px-Lexus_RX_450h%2B_%28AALH16%29_1X7A1930.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lamborghini,Lamborghini Urus SE,SUV,5.0,Petrol,457.0,14.759558823529412,60.0,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/960px-Lamborghini_Urus_SE_DSC_8524.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lamborghini,Lamborghini Temerario,Coupe,2.0,Petrol,600.0,9.076923076923077,62.0,5.0,4.4,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Lamborghini_Temerario_IMG_5361.jpg/960px-Lamborghini_Temerario_IMG_5361.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lamborghini,Lamborghini Revuelto,Coupe,2.0,Petrol,889.0,9.076923076923077,62.0,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Lamborghini_Revuelto_DSC_6987.jpg/960px-Lamborghini_Revuelto_DSC_6987.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Jaguar,Jaguar F-Pace,SUV,5.0,Diesel,72.9,15.5,372.0,5.0,4.7,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Jaguar_F-Pace_IMG_8000.jpg/960px-Jaguar_F-Pace_IMG_8000.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Rolls-Royce,Rolls-Royce Phantom,Sedan,5.0,Petrol,950.0,6.5,508.0,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/D%C3%BClmen%2C_Rolls-Royce_Phantom_II_--_2024_--_5846.jpg/960px-D%C3%BClmen%2C_Rolls-Royce_Phantom_II_--_2024_--_5846.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Rolls-Royce,Rolls-Royce Cullinan,SUV,5.0,Petrol,695.0,6.0,563.0,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Rolls-Royce_Cullinan_007.jpg/960px-Rolls-Royce_Cullinan_007.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Rolls-Royce,Rolls-Royce Spectre,Coupe,2.0,Electric,750.0,15.70165456048878,478.33651368239606,5.0,4.9,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Rolls-Royce_Spectre_IAA_2023_1X7A0753.jpg/960px-Rolls-Royce_Spectre_IAA_2023_1X7A0753.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
MINI,MINI Cooper,Hatchback,4.0,Petrol,44.9,21.61583333333333,478.33651368239606,5.0,4.5,30-50L,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Morris_Mini-Minor_1959_%28621_AOK%29.jpg/960px-Morris_Mini-Minor_1959_%28621_AOK%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
MINI,MINI Countryman,SUV,5.0,Petrol,47.75,16.5,159.0,5.0,4.7,30-50L,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Mini_Countryman_%28U25%29_IMG_9537.jpg/960px-Mini_Countryman_%28U25%29_IMG_9537.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
MINI,MINI Cooper SE,Hatchback,5.0,Electric,53.0,15.70165456048878,478.33651368239606,5.0,4.4,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Mini_Hatch_%28J01%29_Cooper_S_IAA_2023_1X7A0724.jpg/960px-Mini_Hatch_%28J01%29_Cooper_S_IAA_2023_1X7A0724.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
MINI,MINI Countryman Electric,SUV,5.0,Petrol,54.9,14.759558823529412,478.33651368239606,5.0,4.6,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Mini_Countryman_Electric_CRI_03_2022_5206.jpg/960px-Mini_Countryman_Electric_CRI_03_2022_5206.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Ferrari,Ferrari Purosangue,SUV,4.0,Petrol,1050.0,15.025,715.0,5.0,4.6,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Ferrari_Purosangue_IMG_9554.jpg/960px-Ferrari_Purosangue_IMG_9554.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Ferrari,Ferrari 296 GTB,Coupe,2.0,Hybrid,540.0,15.70165456048878,645.0,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Ferrari_296_GTB_1X7A6377.jpg/960px-Ferrari_296_GTB_1X7A6377.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Ferrari,Ferrari Roma,Coupe,4.0,Petrol,376.0,8.0,612.0,5.0,4.6,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Ferrari_Roma_IMG_9620.jpg/960px-Ferrari_Roma_IMG_9620.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Ferrari,Ferrari F8 Tributo,Coupe,2.0,Petrol,402.0,7.0,711.0,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Ferrari_F8_Tributo_DSC_7013.jpg/960px-Ferrari_F8_Tributo_DSC_7013.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Ferrari,Ferrari Portofino,Convertible,4.0,Petrol,350.0,8.0,591.0,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ferrari_Portofino_M_IMG_4351.jpg/960px-Ferrari_Portofino_M_IMG_4351.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Ferrari,Ferrari 296 GTS,Convertible,2.0,Hybrid,624.0,15.70165456048878,663.0,5.0,4.6,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Ferrari_296_GTS_DSC_7001.jpg/960px-Ferrari_296_GTS_DSC_7001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Force Motors,Force Motors Gurkha,SUV,4.0,Diesel,16.75,14.233333333333333,138.0,3.0,4.5,15-20L,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Force_Gurkha_Competition_Vehicles.jpg/960px-Force_Gurkha_Competition_Vehicles.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Force Motors,Force Motors Trax Cruiser,MUV,12.0,Diesel,13.83,15.70165456048878,90.0,3.0,4.7,10-15L,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Force_Motors_Trax_Cruiser.jpg/960px-Force_Motors_Trax_Cruiser.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Isuzu,Isuzu V-Cross,Pickup,5.0,Diesel,25.52,15.70165456048878,161.0,4.0,4.8,20-30L,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/2021_Isuzu_D-Max_V-Cross_%28Malaysia%29_front_view.png/960px-2021_Isuzu_D-Max_V-Cross_%28Malaysia%29_front_view.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Isuzu,Isuzu MU-X,SUV,7.0,Diesel,37.0,14.233333333333333,161.0,4.0,4.6,30-50L,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/ISUZU_MU-X_%28FIRST_GENERATION%29_China.jpg/960px-ISUZU_MU-X_%28FIRST_GENERATION%29_China.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Maserati,Maserati Ghibli,Sedan,5.0,Petrol,120.0,12.0,428.0,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Maserati_Ghibli_I_Classic-Gala_2021_1X7A0263.jpg/960px-Maserati_Ghibli_I_Classic-Gala_2021_1X7A0263.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Maserati,Maserati MC20,Coupe,2.0,Petrol,365.0,8.0,621.0,5.0,4.9,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Maserati_MC20_IAA_2021_1X7A0087.jpg/960px-Maserati_MC20_IAA_2021_1X7A0087.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Maserati,Maserati Levante,SUV,5.0,Petrol,145.0,9.5,350.5,5.0,4.5,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Maserati_Levante_Trofeo_1X7A7437.jpg/960px-Maserati_Levante_Trofeo_1X7A7437.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Maserati,Maserati Quattroporte,Sedan,5.0,Petrol,180.0,11.0,423.5,5.0,4.4,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Maserati_Quattroporte_VI_Trofeo_1X7A0312.jpg/960px-Maserati_Quattroporte_VI_Trofeo_1X7A0312.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Maserati,Maserati Grecale,SUV,5.0,Petrol,131.0,15.025,409.5,5.0,4.6,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Maserati_Grecale_GT_1X7A6371.jpg/960px-Maserati_Grecale_GT_1X7A6371.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Maserati,Maserati GranTurismo,Coupe,4.0,Petrol,272.0,9.076923076923077,512.5,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/960px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Aston Martin,Aston Martin Vanquish,Coupe,2.0,Petrol,885.0,9.076923076923077,835.0,5.0,4.5,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Aston_Martin_Vanquish_%282024%29_DSC_7892.jpg/960px-Aston_Martin_Vanquish_%282024%29_DSC_7892.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Aston Martin,Aston Martin DB11,Coupe,4.0,Petrol,329.0,8.0,551.5,5.0,4.5,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Aston_Martin_DB11_AMR%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS1139%29.jpg/960px-Aston_Martin_DB11_AMR%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS1139%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Aston Martin,Aston Martin Vantage,Coupe,2.0,Petrol,399.0,9.076923076923077,656.0,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Aston_Martin_V8_Vantage_Roadster_IMG_8846.jpg/960px-Aston_Martin_V8_Vantage_Roadster_IMG_8846.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Aston Martin,Aston Martin DBX,SUV,5.0,Petrol,463.0,10.0,619.5,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Aston_Martin_DBX_DSC_7244.jpg/960px-Aston_Martin_DBX_DSC_7244.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Aston Martin,Aston Martin DB12,Coupe,4.0,Petrol,459.0,9.076923076923077,670.0,5.0,4.6,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Aston_Martin_DB12_1X7A1921.jpg/960px-Aston_Martin_DB12_1X7A1921.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Bentley,Bentley Bentayga,SUV,5.0,Petrol,410.0,7.0,542.0,5.0,4.9,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Bentley_Bentayga_2015_-_front.jpg/960px-Bentley_Bentayga_2015_-_front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
McLaren,McLaren 750S,Coupe,2.0,Petrol,591.0,9.076923076923077,740.0,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/McLaren_750S_Spider_IMG_2458.jpg/960px-McLaren_750S_Spider_IMG_2458.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
McLaren,McLaren 720S,Coupe,2.0,Petrol,465.00000000000006,8.0,711.0,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/McLaren_720S%2C_IAA_2017%2C_%281Y7A3405%29.jpg/960px-McLaren_720S%2C_IAA_2017%2C_%281Y7A3405%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
McLaren,McLaren GT,Coupe,2.0,Petrol,372.0,7.0,612.0,5.0,4.5,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/McLaren_GT%2C_Klassikstadt%2C_Frankfurt_am_Main_%28P1032520%29.jpg/960px-McLaren_GT%2C_Klassikstadt%2C_Frankfurt_am_Main_%28P1032520%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lotus,Lotus Eletre,SUV,5.0,Electric,255.0,15.70165456048878,250.0,5.0,4.5,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Lotus_Eletre_IAA_2023_1X7A0668.jpg/960px-Lotus_Eletre_IAA_2023_1X7A0668.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lotus,Lotus Emira,Coupe,2.0,Petrol,322.0,9.076923076923077,360.0,5.0,4.7,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Lotus_Emira_IMG_8023.jpg/960px-Lotus_Emira_IMG_8023.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
Lotus,Lotus Emeya,Sedan,4.0,Petrol,234.0,14.556333333333331,478.33651368239606,5.0,4.8,100L+,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Lotus_Emeya_Auto_Zuerich_2024_DSC_6171.jpg/960px-Lotus_Emeya_Auto_Zuerich_2024_DSC_6171.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
VinFast,VinFast VF6,SUV,5.0,Electric,16.49,15.70165456048878,160.0,5.0,4.5,15-20L,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/VinFast_VF6_%28Zootopia_livery%29_at_GJAW_2025_in_Indonesia.jpg/960px-VinFast_VF6_%28Zootopia_livery%29_at_GJAW_2025_in_Indonesia.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
VinFast,VinFast VF7,SUV,5.0,Electric,20.89,15.70165456048878,201.0,5.0,4.6,20-30L,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/VinFast_VF7.jpg/960px-VinFast_VF7.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
VinFast,VinFast VF e34,SUV,5.0,Electric,25.0,15.70165456048878,150.0,5.0,4.4,20-30L,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/2024_VinFast_VFe34%2C_06-14-2024.jpg/960px-2024_VinFast_VFe34%2C_06-14-2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
VinFast,VinFast VF9,SUV,7.0,Electric,65.0,15.70165456048878,408.0,5.0,4.7,50-100L,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/VinFast_VF9_at_Hillsdale.jpg/960px-VinFast_VF9_at_Hillsdale.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
